,Unnamed: 0,height,img_name,label,width,x,y,Path
1,1,40,n0342.mha,1,27,223,642,/proccessed_data/images/n0342.mha
2,2,111,n0996.mha,1,159,687,310,/proccessed_data/images/n0996.mha
4,4,69,n0538.mha,1,62,599,645,/proccessed_data/images/n0538.mha
5,5,53,n1026.mha,1,60,758,621,/proccessed_data/images/n1026.mha
6,6,36,n0986.mha,1,38,171,512,/proccessed_data/images/n0986.mha
7,7,67,n0993.mha,1,60,220,497,/proccessed_data/images/n0993.mha
8,8,84,n0204.mha,1,80,213,483,/proccessed_data/images/n0204.mha
9,9,96,n0373.mha,1,72,631,642,/proccessed_data/images/n0373.mha
10,10,59,n0373.mha,1,48,203,489,/proccessed_data/images/n0373.mha
11,11,56,n0373.mha,1,54,250,498,/proccessed_data/images/n0373.mha
14,14,46,n0128.mha,1,54,196,691,/proccessed_data/images/n0128.mha
15,15,38,n1101.mha,1,63,260,494,/proccessed_data/images/n1101.mha
16,16,104,n0783.mha,1,98,245,391,/proccessed_data/images/n0783.mha
17,17,78,n0978.mha,1,72,305,504,/proccessed_data/images/n0978.mha
18,18,44,n0919.mha,1,41,741,481,/proccessed_data/images/n0919.mha
21,21,34,n0736.mha,1,27,815,745,/proccessed_data/images/n0736.mha
22,22,45,n0690.mha,1,49,129,799,/proccessed_data/images/n0690.mha
23,23,108,n0989.mha,1,121,140,465,/proccessed_data/images/n0989.mha
24,24,49,n0990.mha,1,54,635,300,/proccessed_data/images/n0990.mha
28,28,62,n0034.mha,1,62,812,670,/proccessed_data/images/n0034.mha
29,29,43,n0886.mha,1,41,725,496,/proccessed_data/images/n0886.mha
30,30,54,n0436.mha,1,45,833,375,/proccessed_data/images/n0436.mha
32,32,60,n0352.mha,1,64,237,717,/proccessed_data/images/n0352.mha
33,33,45,n0352.mha,1,38,287,593,/proccessed_data/images/n0352.mha
34,34,57,n0352.mha,1,56,326,642,/proccessed_data/images/n0352.mha
37,37,77,n0471.mha,1,58,537,241,/proccessed_data/images/n0471.mha
38,38,114,n0604.mha,1,86,250,351,/proccessed_data/images/n0604.mha
39,39,23,n0604.mha,1,18,827,685,/proccessed_data/images/n0604.mha
42,42,28,n0099.mha,1,36,165,776,/proccessed_data/images/n0099.mha
43,43,65,n0769.mha,1,70,175,655,/proccessed_data/images/n0769.mha
44,44,120,n0726.mha,1,93,320,480,/proccessed_data/images/n0726.mha
45,45,51,n0726.mha,1,47,820,522,/proccessed_data/images/n0726.mha
46,46,37,n1095.mha,1,43,634,233,/proccessed_data/images/n1095.mha
47,47,52,n1095.mha,1,39,612,284,/proccessed_data/images/n1095.mha
50,50,56,n1094.mha,1,60,313,434,/proccessed_data/images/n1094.mha
51,51,51,n0370.mha,1,56,847,460,/proccessed_data/images/n0370.mha
55,55,28,n0725.mha,1,27,757,726,/proccessed_data/images/n0725.mha
56,56,36,n0631.mha,1,55,179,667,/proccessed_data/images/n0631.mha
57,57,73,n0327.mha,1,59,134,764,/proccessed_data/images/n0327.mha
58,58,67,n0282.mha,1,67,718,540,/proccessed_data/images/n0282.mha
59,59,56,n0282.mha,1,56,315,267,/proccessed_data/images/n0282.mha
60,60,65,n0282.mha,1,67,811,593,/proccessed_data/images/n0282.mha
63,63,27,n1132.mha,1,39,257,700,/proccessed_data/images/n1132.mha
64,64,60,n1132.mha,1,71,166,662,/proccessed_data/images/n1132.mha
65,65,29,n1132.mha,1,42,261,342,/proccessed_data/images/n1132.mha
67,67,59,n0139.mha,1,59,212,475,/proccessed_data/images/n0139.mha
68,68,67,n0901.mha,1,64,710,541,/proccessed_data/images/n0901.mha
69,69,44,n0901.mha,1,44,241,403,/proccessed_data/images/n0901.mha
70,70,52,n0901.mha,1,37,122,662,/proccessed_data/images/n0901.mha
75,75,43,n0460.mha,1,41,706,389,/proccessed_data/images/n0460.mha
76,76,59,n0309.mha,1,62,351,294,/proccessed_data/images/n0309.mha
77,77,75,n0309.mha,1,61,277,488,/proccessed_data/images/n0309.mha
78,78,25,n1080.mha,1,20,268,488,/proccessed_data/images/n1080.mha
80,80,38,n0637.mha,1,35,302,541,/proccessed_data/images/n0637.mha
81,81,46,n0637.mha,1,35,680,271,/proccessed_data/images/n0637.mha
82,82,53,n0637.mha,1,43,755,370,/proccessed_data/images/n0637.mha
83,83,89,n0353.mha,1,70,308,462,/proccessed_data/images/n0353.mha
84,84,60,n0353.mha,1,58,362,407,/proccessed_data/images/n0353.mha
88,88,36,n1010.mha,1,34,178,738,/proccessed_data/images/n1010.mha
89,89,57,n0384.mha,1,75,722,442,/proccessed_data/images/n0384.mha
90,90,46,n0493.mha,1,49,732,466,/proccessed_data/images/n0493.mha
92,92,50,n0873.mha,1,46,383,747,/proccessed_data/images/n0873.mha
93,93,55,n0873.mha,1,60,314,785,/proccessed_data/images/n0873.mha
94,94,89,n0123.mha,1,83,264,587,/proccessed_data/images/n0123.mha
95,95,71,n0123.mha,1,62,131,712,/proccessed_data/images/n0123.mha
97,97,58,n0271.mha,1,46,281,639,/proccessed_data/images/n0271.mha
98,98,81,n0969.mha,1,64,332,460,/proccessed_data/images/n0969.mha
99,99,65,n0731.mha,1,49,855,625,/proccessed_data/images/n0731.mha
100,100,43,n0447.mha,1,30,593,333,/proccessed_data/images/n0447.mha
101,101,47,n0194.mha,1,53,179,767,/proccessed_data/images/n0194.mha
102,102,37,n0241.mha,1,33,815,645,/proccessed_data/images/n0241.mha
103,103,51,n0683.mha,1,44,169,523,/proccessed_data/images/n0683.mha
104,104,39,n0199.mha,1,31,851,745,/proccessed_data/images/n0199.mha
105,105,36,n0764.mha,1,36,759,591,/proccessed_data/images/n0764.mha
107,107,40,n0747.mha,1,32,753,429,/proccessed_data/images/n0747.mha
108,108,114,n0933.mha,1,140,220,251,/proccessed_data/images/n0933.mha
109,109,136,n0933.mha,1,135,207,492,/proccessed_data/images/n0933.mha
110,110,32,n0743.mha,1,32,890,779,/proccessed_data/images/n0743.mha
111,111,51,n0047.mha,1,36,261,364,/proccessed_data/images/n0047.mha
112,112,60,n0176.mha,1,59,233,509,/proccessed_data/images/n0176.mha
113,113,60,n0097.mha,1,58,709,598,/proccessed_data/images/n0097.mha
114,114,33,n0267.mha,1,23,762,321,/proccessed_data/images/n0267.mha
115,115,43,n0267.mha,1,54,206,600,/proccessed_data/images/n0267.mha
116,116,39,n0267.mha,1,38,798,554,/proccessed_data/images/n0267.mha
117,117,42,n0233.mha,1,46,239,554,/proccessed_data/images/n0233.mha
119,119,40,n0104.mha,1,34,761,326,/proccessed_data/images/n0104.mha
124,124,42,n0302.mha,1,36,812,729,/proccessed_data/images/n0302.mha
126,126,26,n0627.mha,1,30,783,716,/proccessed_data/images/n0627.mha
129,129,47,n0336.mha,1,34,780,396,/proccessed_data/images/n0336.mha
130,130,87,n1030.mha,1,69,682,319,/proccessed_data/images/n1030.mha
131,131,56,n0699.mha,1,49,801,464,/proccessed_data/images/n0699.mha
133,133,63,n0008.mha,1,60,407,676,/proccessed_data/images/n0008.mha
134,134,48,n0412.mha,1,54,275,297,/proccessed_data/images/n0412.mha
135,135,66,n0412.mha,1,77,170,698,/proccessed_data/images/n0412.mha
139,139,36,n0102.mha,1,50,844,732,/proccessed_data/images/n0102.mha
